,id,brand,name,year,cpu_rank,cpu,ram,disk,is_rtx,gpu,gpu_memory,price,disk_detail,weight,weight_type,battery,battery_life,screen_size,has_camere,keyboard_haslight,keyboard,video_type,thin_type,business_type,game_type,is_apple,description,link,img_src
443,443,Lenovo,联想Yoga 5G版,2020,0,Snapdragon 8cx 5G,0,No description,0,No description,0,0,0,1.3Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,0,NO SPECIAL,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1309/1308513/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0A/06/ChMkJ14WzoeIQUJcAAC7eVLL83gAAwOmwCc4IEAALuR001.jpg
444,444,ThinkPad,ThinkPad X1 Yoga,2019,5,Intel 酷睿i5 8265U,8,512GB,0,Intel GMA UHD 620,0,10999,SSD固态硬盘>,1.36Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,1,背光键盘,0,1,1,0,0,"轻薄笔记本,商务办公本,",http://detail.zol.com.cn/1251/1250694/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0F/06/ChMlWl0tqq-IHqj_AAEJ5WC7EEYAAL3HALw0ckAAQn9181.jpg
445,445,Lenovo,酷比魔方KBook Lite,2020,0,0,0,No description,0,No description,0,0,0,1.5Kg,medium,5-8小时，视具体使用环境而定,short,0,TRUE,0,NO SPECIAL,0,0,0,0,0,0,http://detail.zol.com.cn/1319/1318427/param.shtml,//icon.zol-img.com.cn/param20140526/16/36.jpg
446,446,DELL,戴尔Vostro 成就 15,2019,5,Intel 酷睿i5 8265U,4,128GB,0,AMD Radeon 520,2,0,M.2 PCIe NVMe 固态硬盘,1.97Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,0,全尺寸防泼溅键盘,1,0,0,0,0,"影音娱乐本,校园学生本,",http://detail.zol.com.cn/1256/1255260/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/08/0C/ChMkJlxhGMOIKeENAACNJzgsHNgAAu1ywMcDtoAAI0_364.jpg
447,447,Hasee,神舟战神GX10-CR9Plus,2019,9,Intel 酷睿i9 9900K,32,512GB+2T,RTX2080,NVIDIA GeForce RTX 2080,8,0,混合硬盘（SSD+HDD）>,0,0,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1251/1250636/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/01/0A/ChMkJ1w4KK-IMgBMAAEGjd-AWIcAAuUrgPN8BoAAQal692.jpg
448,448,ASUS,华硕K505BP9225 4GB/256GB,0,0,AMD A6-9225,4,256GB,0,AMD Radeon R5 M420,2,0,SSD固态硬盘>,1.7Kg,medium,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,0,全尺寸键盘>,0,1,1,0,0,"商务办公本,校园学生本,轻薄笔记本,",http://detail.zol.com.cn/1291/1290454/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0F/03/ChMlWV1mWNaIKWRLAAEgdHb6RCwAAM2HwBRS74AASCM862.jpg
449,449,Alienware,外星人Alienware M15 2020版,2020,7,Intel 酷睿i7 10750H,16,512GB,0,NVIDIA GeForce GTX 1660 Ti,6,13988,SSD固态硬盘>,2.11Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,0,全键无冲键盘，AlienFX2.0灯效调节，1680万色自定义单键颜色,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1324/1323485/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/05/04/ChMlWl6-ZJ2IHFiPAACfba__BR0AAPKKADJOQwAAJ-F874.jpg
450,450,msi,msi微星勇者 Bravo15 R7,2020,7,AMD Ryzen 7 4800H,16,512GB,0,AMD Radeon RX 5500M,4,6999,SSD固态硬盘>,1.86Kg,heavy,2-3小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1327/1326846/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/01/07/ChMlWl7fUxaIGDpzAADMS1ZiA_sAAP6zAAo0kMAAMxj742.jpg
451,451,Acer,Acer PT917-71-94YX,2019,9,Intel 酷睿i9 9980HK,32,1T,RTX2080,NVIDIA GeForce RTX 2080,8,0,NVMe PCIe RAID SSD,0,0,视具体使用环境而定长续航笔记本>,0,0,TRUE,1,RGB背光机械键盘,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1270/1269441/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0D/06/ChMlWlz-ROGIJHLyAAFllGamRiIAAKvVAOxarcAAWWs055.jpg
452,452,Lenovo,联想Yoga Slim 7,0,9,AMD Ryzen 9 4900H,0,No description,0,No description,0,0,0,1.45Kg,medium,18小时左右，视具体使用环境而定长续航笔记本>,long,0,FALSE,0,NO SPECIAL,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1337/1336157/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/03/08/ChMkKV893dKIcDp6AADwQ1eRudUAABN6gHMZ6IAAPBb140.jpg
453,453,samsung,三星星曜930SBE-K01,2019,5,Intel 酷睿i5 8265U,8,256GB,0,Intel GMA UHD 620,0,0,NVMe SSD,1.12Kg,light,视具体使用环境而定长续航笔记本>,0,13.3,TRUE,1,背光键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1246/1245678/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/08/0A/ChMlWV1KrTaIVBcWAAGcfHZh6fAAAMb0wFZ68EAAZyU595.jpg
454,454,DELL,戴尔Latitude 7400 二合一,2019,5,Intel 酷睿i5 8265U,8,256GB,0,Intel GMA HD（集成于处理器）>,0,11999,PCIe NVMe Class 35固态硬盘,1.36Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,1,背光键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1251/1250009/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0C/0B/ChMlWlzFRbSIfhI0AACnuLO7-DgAAJsygCajbcAAKfQ434.jpg
455,455,hp,惠普战X 14 锐龙版,2020,5,AMD Ryzen 5 PRO 4650U,16,512GB,0,No description,0,4799,SSD固态硬盘>,1.34Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,1,背光键盘，全尺寸键盘>，防泼溅键盘（可编程按键）,0,1,1,0,0,"商务办公本,轻薄笔记本,",http://detail.zol.com.cn/1337/1336642/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/04/07/ChMkKV8_g7KISdopAAFzMjaIcqkAABRwgBXIJYAAXNK292.jpg
456,456,ThinkPad,ThinkPad X1 Carbon,2019,0,0,0,No description,0,No description,0,0,0,1.5Kg,medium,5-8小时，视具体使用环境而定,short,0,TRUE,1,背光键盘,0,0,0,0,0,0,http://detail.zol.com.cn/1296/1295543/param.shtml,//icon.zol-img.com.cn/param20140526/16/36.jpg
457,457,hp,惠普ENVY x360 15-dr1020TX,2019,7,Intel 酷睿i7 10510U,8,1T,0,NVIDIA GeForce MX250,4,0,SSD固态硬盘>,2.05Kg,heavy,20小时左右，视具体使用环境而定长续航笔记本>,long,15.6,TRUE,1,全尺寸键盘（包含独立数字键盘） >，分岛式键盘>，背光键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1307/1306612/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/06/00/ChMkJl4ECGuIdFFsAAFOVMtK0nEAAv9UwP8KmIAAU5s857.jpg
458,458,ThinkPad,ThinkPad New S2,2019,5,Intel 酷睿i5 8265U,8,256GB,0,Intel GMA UHD 620,0,0,SSD固态硬盘>,1.46Kg,medium,视具体使用环境而定长续航笔记本>,0,13.3,TRUE,1,全尺寸背光键盘,0,1,1,0,0,"轻薄笔记本,商务办公本,",http://detail.zol.com.cn/1267/1266239/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/06/05/ChMlWlyqpUWIGsWXAADRk5YzCZYAAJTSQADJdcAANGr609.jpg
459,459,ASUS,华硕Y5100UB8250 4GB/500GB,2019,5,Intel 酷睿i5 8250U,4,500GB,0,NVIDIA Geforce MX110,2,0,0,1.78Kg,medium,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,0,巧克力键盘>，全尺寸键盘>,1,1,0,0,0,"轻薄笔记本,影音娱乐本,校园学生本,",http://detail.zol.com.cn/1250/1249834/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/00/0C/ChMkJ1w0UqeIVKW9AABtje84r4UAAuRIwCMIjwAAG2l946.jpg
460,460,hp,惠普ELITEBOOK 745 G6,2019,7,AMD Ryzen 7 PRO 3700U,8,512GB,0,No description,0,0,SSD固态硬盘>,1.5Kg,medium,12小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,0,防泼溅键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1297/1296047/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g1/M05/00/03/ChMljV2hTD2IUuJsAAE5s85hJqAAAP8eQP9VngAATnL778.jpg
461,461,msi,msi微星冲锋坦克GL75 9SD-060CN,2019,7,Intel 酷睿i7 9750H,8,512GB,0,NVIDIA Geforce GTX 1660Ti,6,0,SSD固态硬盘>,2.5Kg,heavy,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,1,红色背光键盘,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1294/1293276/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g4/M01/07/08/ChMlzF2AkVeIO5ZEAAEXET16ecMAAXsZgA7YdcAARcp534.jpg
462,462,hp,惠普PAVILION X360 14-DH0003TU,0,5,Intel 酷睿i5 8250U,4,128GB,0,No description,0,0,SSD固态硬盘>,1.59Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,1,背光键盘,0,0,0,0,0,0,http://detail.zol.com.cn/1306/1305657/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/03/0D/ChMkJ136A3yICdpVAACwF_QV8DUAAv0nQEEam8AALAv377.jpg
463,463,ThinkPad,ThinkPad T14s,0,5,Intel 酷睿i5 10210U,8,512GB,0,No description,0,0,SSD固态硬盘>,1.35Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,1,背光键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1336/1335021/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/0E/02/ChMkKV8yK62IRhJmAADymwJnIpEAAA4awPDQWMAAPKz249.jpg
464,464,DELL,麦本本黑麦7,2019,0,Intel 奔腾双核 G5420,8,512GB,0,NVIDIA GeForce GTX 1650,4,0,SSD固态硬盘>,2.3Kg,heavy,3-4小时，视具体使用环境而定长续航笔记本>,short,16.1,TRUE,0,全尺寸键盘>,1,1,0,1,0,"游戏本,影音娱乐本,轻薄笔记本,",http://detail.zol.com.cn/1277/1276954/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/05/0A/ChMlWlzs5KWILXF0AAD-cs8lEEwAAKQOwN8k5UAAP6K927.jpg
465,465,ROG,ROG 枪神2s S5CW,2019,7,Intel 酷睿i7 8750H,16,256GB+1T,0,NVIDIA Geforce GTX 2060,6,0,混合硬盘（SSD+SSHD）,2.3Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,全尺寸RGB背光键盘,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1251/1250041/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/01/02/ChMkJlw1ytWIDBwlAAFRImeSjE4AAuSnALRlS0AAVE6360.jpg
466,466,Lenovo,中柏EZbook x1,2019,0,Intel Apollo lake N3350,0,No description,0,Intel GMA HD（集成于处理器）>,0,1799,0,1.025Kg,light,视具体使用环境而定长续航笔记本>,0,11.6,TRUE,1,全尺寸背光键盘,0,0,0,0,0,0,http://detail.zol.com.cn/1305/1304866/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/02/06/ChMkJl3zLr6ICLkyAADPe11ZcIMAAvuuQNxcFMAAM-T346.jpg
467,467,Thunderobot,雷神911 Pro i7,2019,7,Intel 酷睿i7 8750H,16,512GB+1TB,RTX2070,NVIDIA GeForce RTX 2070,8,0,混合硬盘（SSD+HDD）>,2.2Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,孤岛式全尺寸键盘，三区RGB背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1251/1250583/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/02/07/ChMkJ1w8O6iIGqDNAAE0pbKNnbsAAuXzQPVgloAATS9688.jpg
468,468,DELL,戴尔灵越 15 3000系列,2019,3,AMD Ryzen 3 2300U,4,1T,0,AMD Radeon Vega 6 Graphics,0,0,5400转>,2.11Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,0,全尺寸防泼溅键盘,1,0,0,0,0,"影音娱乐本,校园学生本,",http://detail.zol.com.cn/1258/1257253/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0B/07/ChMkJlxtDbKIU4gyAACYG3vGfgIAAvAuQOWLSwAAJgz762.jpg
469,469,msi,msi微星Creator 15 i7,2020,7,Intel 酷睿i7 10875H,16,1T,RTX2070,NVIDIA GeForce RTX 2070 Max-Q,8,17599,512GB*2 SSD固态硬盘,2.1Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,白色单键背光键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1332/1331012/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/00/01/ChMkJl8GhwWIOW9MAACbDfhalvgAAwwvwG8vecAAJsl781.jpg
470,470,DELL,戴尔Latitude 7200,2019,7,Intel 酷睿i7 8665U,16,512GB,0,Intel GMA HD（集成于处理器）>,0,0,PCIe NVMe Class 35固态硬盘,851g,light,视具体使用环境而定长续航笔记本>,0,12.3,TRUE,1,背光键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1276/1275467/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/03/07/ChMlWVzksKWIV2hTAAB3BSoFQ28AAKHkwNnuwEAAHcd186.jpg
471,471,msi,msi微星勇者 Bravo17 R7,2020,7,AMD Ryzen 7 4800H,16,512GB,0,AMD Radeon RX 5500M,4,7299,SSD固态硬盘>,2.3Kg,heavy,2-3小时，视具体使用环境而定长续航笔记本>,short,17.3,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1325/1324489/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/08/06/ChMlWl7HTkaIRcDzAADMS1ZiA_sAAPWugNAWG8AAMxj375.jpg
472,472,ASUS,华硕顽石V480QR,0,0,AMD FX-9800,0,No description,0,No description,2,0,0,1.4Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,0,NO SPECIAL,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1300/1299215/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/05/02/ChMlWl3A8WuIYvWDAACyg83LvXUAANKPwPM-ogAALKb244.jpg
473,473,msi,msi微星GF75 10SCXR-031CN,2020,7,Intel 酷睿i7 10750H,8,512GB,0,NVIDIA GeForce GTX 1650,4,5899,SSD固态硬盘>,2.2Kg,heavy,6小时左右，视具体使用环境而定长续航笔记本>,long,17.3,TRUE,1,红色背光键盘,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1322/1321703/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0E/09/ChMlWV6qjbeIOsmDAADXIKdvrg8AAOvmQOvGNQAANc4859.jpg
474,474,Thunderobot,雷神911 Pro 钛空2代,2020,7,Intel 酷睿i7 10750H,8,512GB,RTX2060,NVIDIA Geforce RTX 2060,6,9179,SSD固态硬盘>,2.05Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,孤岛式全尺寸键盘，三区RGB背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1318/1317615/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/03/03/ChMlWl6GqQqISdzhAACdR82NtgcAAOCIgJIg4UAAJ1f031.jpg
475,475,GIGABYTE,技嘉New Aero15-XB i7,2020,7,Intel 酷睿i7 10875H,16,512GB,RTX2070,NVIDIA GeForce RTX 2070 SUPER,8,19999,傲腾增强型SSD固态硬盘,2Kg,0,8.5小时左右，视具体使用环境而定长续航笔记本>,long,15.6,TRUE,1,背光键盘（RGB Fusion2.0技术，1677万色背光，80键防冲）,0,0,0,1,0,"游戏本,创意设计PC,",http://detail.zol.com.cn/1318/1317789/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/04/09/ChMlWl6L41OIO7pUAAE24KvTSgAAAOHvwChnAAAATb4597.jpg
476,476,hp,惠普OMEN 15 R7,0,0,AMD Ryzen7 4800H,32,No description,0,NVIDIA GeForce GTX 1660 Ti,6,0,0,0,0,12.5小时，视具体使用环境而定长续航笔记本>,long,15.6,FALSE,0,NO SPECIAL,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1327/1326197/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0E/03/ChMlWl7XN7OIHr5EAACpjM-BdJkAAPt-AEj1l0AAKmk231.jpg
477,477,GIGABYTE,技嘉New Aero15-XB i7,2020,7,Intel 酷睿i7 10875H,16,512GB,RTX2070,NVIDIA GeForce RTX 2070 SUPER,8,19999,傲腾增强型SSD固态硬盘,2Kg,0,8.5小时左右，视具体使用环境而定长续航笔记本>,long,15.6,TRUE,1,背光键盘（RGB Fusion2.0技术，1677万色背光，80键防冲）,0,0,0,1,0,"游戏本,创意设计PC,",http://detail.zol.com.cn/1318/1317789/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/04/09/ChMlWl6L41OIO7pUAAE24KvTSgAAAOHvwChnAAAATb4597.jpg
478,478,MECHREVO,机械革命Umi Air II,2020,7,Intel 酷睿i7 10750H,16,512GB,0,NVIDIA GeForce GTX 1650 Ti,4,6479,SSD固态硬盘>,1.55Kg,medium,13小时，视具体使用环境而定长续航笔记本>,long,15.6,TRUE,1,背光键盘,1,0,0,0,0,"创意设计PC,影音娱乐本,",http://detail.zol.com.cn/1325/1324871/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/09/0F/ChMlWV7LeKqIYKZdAAD85q8kqjoAAPc-ABU2ysAAPz-122.jpg
479,479,DELL,壹号本ONEMIX 3,2020,7,Intel 酷睿i7 10510Y,16,512GB,0,Intel UHD Graphics,0,0,SSD固态硬盘>,670g,light,6-8小时，视具体使用环境而定长续航笔记本>,long,8.4,TRUE,1,背光键盘,0,0,0,0,0,0,http://detail.zol.com.cn/1326/1325530/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0C/00/ChMlWV7Qe92IMad0AAB_N7lHjGoAAPlQwAZvCoAAH9P069.jpg
480,480,msi,msi微星GF75 Thin,2019,7,Intel 酷睿i7 9750H,8,512GB,0,NVIDIA GeForce GTX 1650,4,0,SSD固态硬盘>,2.2Kg,heavy,7小时左右，视具体使用环境而定长续航笔记本>,long,17.3,TRUE,1,背光键盘,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1269/1268419/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/09/06/ChMlWVy20UmIGoBDAAEhEHIjCjUAAJfdgIvqlgAASEo316.jpg
481,481,ASUS,华硕飞行堡垒8 i7,2020,7,Intel 酷睿i7 10750H,16,512GB,0,NVIDIA GeForce GTX 1660 Ti,6,7599,SSD固态硬盘>,2.3Kg,heavy,2-5小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,1,背光键盘,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1337/1336464/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/03/0B/ChMkKV8-JnqIAaTKAAGKGoHZbhcAABOuQEC6gAAAYoy684.jpg
482,482,LG,LG gram 14,2020,5,Intel 酷睿i5 1035G7,8,256GB,0,No description,0,7699,SSD固态硬盘>,999g,light,19.5小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,1,全尺寸背光键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1314/1313552/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0B/0B/ChMlWl5gmOaIbPIFAADhKlIa6tQAANkHgNDNuEAAOFC845.jpg
483,483,microsoft,微软Surface Laptop 3,2019,5,AMD Ryzen 5 3580U,8,128GB,0,AMD Radeon Vega 9,0,9388,SSD固态硬盘>,1.542Kg,medium,11.5小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,0,Alcantara键盘,0,1,1,0,0,"商务办公本,轻薄笔记本,",http://detail.zol.com.cn/1296/1295292/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0F/0D/ChMkJl3naLCISr_mAADITGZV5g8AAvkiQOn6CEAAMhk736.jpg
484,484,Alienware,Alienware Area-51m R2,2020,9,Intel 酷睿i9 10900K,32,1TB+1T,RTX2080,NVIDIA GeForce RTX 2080 SUPER,8,0,混合硬盘（2×512GB SSD+5400转HDD）,0,0,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,0,NO SPECIAL,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1323/1322489/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/02/0B/ChMlWl631VKIHmBJAACRx6D5ksgAAPAIwPrwbIAAJHf191.jpg
485,485,xuanlong,炫龙KP3-9481S5N,2019,5,Intel 酷睿i5 9400,8,512GB+1TB,0,NVIDIA GeForce GTX 1660Ti,6,0,混合硬盘（SSD+HDD）>,2.9Kg,heavy,2-3小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,1,多彩背光键盘,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1279/1278235/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0A/03/ChMlWVz2S6-IG9WVAAFUp57Pt60AAKidwGlXQ8AAVS_693.jpg
486,486,hp,惠普战66 G2 15,2019,7,Intel 酷睿i7 8565U,16,512GB,0,NVIDIA Geforce MX250,2,0,Turbo PCIe SSD固态硬盘,2Kg,0,13小时左右，视具体使用环境而定长续航笔记本>,long,15.6,TRUE,0,全尺寸防泼溅巧克力键盘,1,1,1,0,0,"影音娱乐本,商务办公本,轻薄笔记本,",http://detail.zol.com.cn/1266/1265304/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/03/0F/ChMlWlyh0xOIUZ8zAAFAP4wVNKYAAJJygJkoUEAAUBX935.jpg
487,487,hp,壹号本ONEMIX 3,2019,5,Intel 酷睿i5 10210Y,16,512GB,0,Intel GMA HD（集成于处理器）>,0,6919,SSD固态硬盘>,650g,light,视具体使用环境而定长续航笔记本>,0,8.4,FALSE,1,背光键盘,0,0,0,0,0,0,http://detail.zol.com.cn/1305/1304726/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/02/01/ChMkJl3yD6OIA-qiAAFe4XqjvrEAAvtoQMvltoAAV75917.jpg
488,488,ThinkPad,ThinkPad T495s,0,7,AMD Ryzen 7 4700U,8,512GB,0,No description,0,0,SSD固态硬盘>,1.35Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,1,背光键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1331/1330575/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0F/02/ChMkJ18D2qaIQ2I3AACxzFQ97ewAAws1AJTaWcAALHk093.jpg
489,489,MACHENIKE,机械师战空 F117-FPlus i7,2020,7,Intel 酷睿i7 10875H,32,512GB+2T,RTX2070,NVIDIA GeForce RTX 2070 SUPER,8,14899,混合硬盘（SSD+HDD）>,2.5Kg,heavy,视具体使用环境而定长续航笔记本>,0,17.3,FALSE,1,全尺寸键盘>，背光键盘,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1318/1317920/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/04/0C/ChMlWV6MMKqIZ4b-AAFNbtKM1NwAAOIUgHWSYsAAU2G193.jpg
490,490,hp,惠普PROBOOK 450 G6,2019,7,Intel 酷睿i7 8550U,16,512GB+1TB,0,NVIDIA GeForce MX130,2,0,混合硬盘（SSD+HDD）>,2Kg,0,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,0,全尺寸防水键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1274/1273848/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/00/0E/ChMlWlzad9qIHDnYAAEqk9kQCAgAAJ9UQMwPfAAASqr206.jpg
491,491,xuanlong,炫龙T3 Pro-581S2N,2019,5,Intel 酷睿i5 9300H,8,256GB+1T,0,NVIDIA GeForce GTX 1650,4,5399,混合硬盘（SSD+HDD）>,2.1Kg,heavy,2-3小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1269/1268542/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/09/0A/ChMlWly37g6ICmf8AAEGaWidKekAAJgXwDNVzYAAQaB175.jpg
492,492,Acer,Acer ConceptD 7,2019,7,Intel 酷睿i7 9750H,32,1T,RTX2080,NVIDIA GeForce RTX 2080 Max-Q,8,22999,SSD固态硬盘>,2.1Kg,heavy,5-8小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,1,背光键盘（琥珀色背光）,0,0,1,0,0,"商务办公本,创意设计PC,",http://detail.zol.com.cn/1270/1269510/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/00/01/ChMlWV0wJwWIYp-kAAEFdHSYWL8AAL52AFusqgAAQWM069.jpg
493,493,Lenovo,联想拯救者 R7000 2020,2020,5,AMD Ryzen 5 4600H,16,512GB,0,NVIDIA GeForce GTX 1650,4,5499,SSD固态硬盘>,2.35Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,0,LEGION TrueStrike原感键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1323/1322032/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/01/05/ChMlWl6z0ZiIWVWzAAEY0posbL0AAO6gQLJOIUAARjq086.jpg
494,494,Terrans,Terrans X711 2080,2019,9,Intel 酷睿i9 9900K,32,2T,RTX2080,NVIDIA GeForce RTX 2080,8,0,混合硬盘（2×512GB SSD+HDD）,4Kg,0,2-3小时，视具体使用环境而定长续航笔记本>,short,17.3,TRUE,1,全尺寸背光键盘,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1256/1255193/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/08/0B/ChMkJ1xhBzSIJs_gAAEGL67JKewAAu1vgGUZu0AAQZH763.jpg
